,data_pagamento,CACR11_rendimento,BPFF11_rendimento,AFHI11_rendimento,ALZR11_rendimento,RZAT11_rendimento,ARRI11_rendimento,AIEC11_rendimento,BARI11_rendimento,BBPO11_rendimento,BCFF11_rendimento,BRCR11_rendimento,BCIA11_rendimento,BCRI11_rendimento,BLMR11_rendimento,BLMG11_rendimento,BRCO11_rendimento,BTAL11_rendimento,BTCI11_rendimento,BTRA11_rendimento,BTLG11_rendimento,CPFF11_rendimento,CPTS11_rendimento,HGCR11_rendimento,HGFF11_rendimento,HGLG11_rendimento,HGRU11_rendimento,CYCR11_rendimento,CARE11_rendimento,DEVA11_rendimento,VRTA11_rendimento,GTWR11_rendimento,GGRC11_rendimento,GALG11_rendimento,HABT11_rendimento,HCTR11_rendimento,HGBS11_rendimento,HGRE11_rendimento,HSAF11_rendimento,HSLG11_rendimento,HSML11_rendimento,HFOF11_rendimento,IRDM11_rendimento,JPPA11_rendimento,JSAF11_rendimento,JSRE11_rendimento,KISU11_rendimento,KNRI11_rendimento,KCRE11_rendimento,KNHY11_rendimento,KNIP11_rendimento,KNCR11_rendimento,KNSC11_rendimento,KFOF11_rendimento,LGCP11_rendimento,MALL11_rendimento,MCCI11_rendimento,MCHF11_rendimento,MXRF11_rendimento,MFII11_rendimento,MGFF11_rendimento,MORC11_rendimento,MORE11_rendimento,NCHB11_rendimento,OUJP11_rendimento,PATL11_rendimento,PLCR11_rendimento,PORD11_rendimento,QAGR11_rendimento,RBRL11_rendimento,RBRY11_rendimento,RBRP11_rendimento,RBRF11_rendimento,RBRR11_rendimento,RECR11_rendimento,RECT11_rendimento,RBFF11_rendimento,RCRB11_rendimento,RBVA11_rendimento,RZAK11_rendimento,RZTR11_rendimento,SADI11_rendimento,SARE11_rendimento,SNCI11_rendimento,SNFF11_rendimento,TEPP11_rendimento,TGAR11_rendimento,TORD11_rendimento,TRXF11_rendimento,URPR11_rendimento,VGHF11_rendimento,VGIP11_rendimento,VGIR11_rendimento,CVBI11_rendimento,LVBI11_rendimento,PVBI11_rendimento,VCJR11_rendimento,VSLH11_rendimento,VCRI11_rendimento,VIUR11_rendimento,VILG11_rendimento,VINO11_rendimento,VISC11_rendimento,VTLT11_rendimento,WHGR11_rendimento,XPCI11_rendimento,XPIN11_rendimento,XPLG11_rendimento,XPML11_rendimento,XPPR11_rendimento,XPSF11_rendimento
321,2019-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0850,,,,,,,,,,,,,,,,,,
322,2019-08-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6544,,,,,,,,,,,,,,,,,
323,2019-08-21,,,,,,,,1.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5700,,
324,2019-08-23,,,,0.4653,,,,,,,,,,,,,,,,0.4131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,2019-08-28,,,,,,,,,,,,0.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,2019-09-06,,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3229,,,,,,,,,,,,,0.7100,,,,,,,,,,,,,,,,
327,2019-09-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8600,,,,,,,,,,,,,,,,,0.6917,,,,,,,
328,2019-09-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,0.6800,0.5700,,,,,,,0.0700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,2019-09-13,,,,,,,,,1.0579,0.5700,0.4100,,0.8300,,,,,,,,,0.7500,0.7400,0.1100,0.7500,0.6800,,,,0.8500,0.6667,,,,1.5800,1.4000,0.7400,,,,0.5800,,0.7600,,,,0.7400,,,,,,0.5400,,0.6100,,,,1.0800,,,,2.9291,0.6310,,,,,,,,,,0.8575,1.0000,,0.6800,0.9000,,,,,,,,,,,,,,,,,,,,,,0.7100,,0.9200,,,,,0.6100,,,
330,2019-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,2019-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1482,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,0.6000,,0.6000,0.6000,,,,,,,,,,,,,,,,,,,,0.3790,,,,,,,,,,,,,,,,,
332,2019-09-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0700,,,,,,,,,,,,,,,,,,
333,2019-09-20,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,,,,,,,,,,,,,,,,,,,,,,,,,0.2779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,2019-09-25,,,,0.4820,,,,,,,,,,,,,,,,0.4077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,,0.5700,,
335,2019-09-27,,,,,,,,,,,,0.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,2019-10-07,,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2800,,,,,,,,,,,,,,,,
337,2019-10-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9000,,,,,,,,,,,,,,,,,0.6917,,,,,,,
338,2019-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1000,,,,,,,,,,,,,,,0.6600,0.6500,0.5100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,2019-10-14,,,,,,,,,1.0579,0.5700,0.5000,,,,,,,,,,,0.7000,0.7400,0.3000,0.7800,0.6800,,,,,0.6667,,,,1.2000,1.4000,0.7400,,,,0.6000,,0.6100,,,,0.7400,,,,,,0.5400,,0.5600,,,,1.0600,,,,2.8166,0.6500,,,,,,,,,,0.5206,1.0000,,,,,,0.2869,,,,,,,,,,,,0.4500,,,,,,,0.7100,,0.9200,,,0.3700,,0.6100,,,
340,2019-10-15,,,,,,,,,,,,,0.7200,,,,,,,,,,,,,,,,,0.7100,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0900,,,,,,,,,,,,,,,,,,0.5000,0.7200,0.9000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,2019-10-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7921,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,0.6600,0.3284,0.6500,0.6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,2019-10-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0670,,,,,,,,,,,,,,,,,,
343,2019-10-18,,,,,,,,1.1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,2019-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,2019-10-23,,,,,,,,,,,,,,,,,,,,0.3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,2019-10-25,,,,0.4663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,,0.5900,,
347,2019-10-28,,,,,,,,,,,,0.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,2019-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0157,,,,,,,,,,,,,,,,,
349,2019-11-07,,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5100,,,,,,,,,,,,,,,,
350,2019-11-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9300,,,,,,,,,,,,,,,,,0.6917,,,,,,,
351,2019-11-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,2019-11-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5800,0.5700,0.5200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,2019-11-14,,,,,,,,,1.0579,0.5300,0.5500,,0.6400,,,,,,,,,0.6500,0.7400,0.4400,0.7800,0.6800,,,,0.7200,0.6667,,,,1.1000,1.4000,0.7400,,,,0.6500,,0.6500,,,,0.7400,,,,,,0.5400,,0.4300,,,0.0900,1.0100,,,,0.8751,0.6510,,,,,,,0.2690,,,0.5491,1.5700,0.6000,0.7200,0.9000,,,0.3285,,,,0.2700,,,,,,,,0.5100,,,,,,,0.7100,,0.6300,,,0.6300,,0.6400,,,
354,2019-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8022,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,0.6800,,0.6500,0.5458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,2019-11-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6800,,,,,,,,,,,,,,,,,,,,,,0.0690,,,,,,,,,,,,,,,,,,
356,2019-11-22,,,,,,,,1.1144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5700,,,,,,,,,,,0.6304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,2019-11-25,,,,0.5477,,,,,,,,,,,,,,,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,,0.5900,,
358,2019-11-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,2019-11-28,,,,,,,,,,,,,,,,,,,,,,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,2019-11-29,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,2019-12-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5700,,,,,,,,,,,,,,,,
362,2019-12-09,,0.8500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9900,,,,,,,,,,,,,,,,,0.6917,,,,,,,
363,2019-12-12,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,0.7800,,,,,,,,,,,,,,,0.3800,0.5000,0.4400,,,,,,,0.0900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,2019-12-13,,,,,,,,,1.0579,,0.5600,,0.5900,,,,,,,,,0.6500,0.6000,0.4400,0.7800,0.6800,,,,0.6400,0.6667,,,,1.0500,1.4000,0.7400,,,,0.8500,,0.6500,,,,0.7400,,,,,,0.5400,,0.3400,0.1402,,,1.0000,,,,0.1534,0.6500,,0.2100,,,,,0.2607,,,0.6065,0.7509,1.0000,0.7200,0.9000,,,0.2799,,,,0.3400,,,,,,,,0.6300,,,,,,,0.7100,,0.6300,,,0.6300,,0.6400,,,
365,2019-12-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2811,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,0.6131,,0.7000,0.5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,2019-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0600,,,,,,,,,,,,,,,,,,
367,2019-12-20,,,,,,,,0.8297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,2019-12-23,,,,0.5593,,,,,,,,,,,,,,,,0.4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,,0.5200,,
369,2019-12-30,,,,,,,,,,,,2.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,2020-01-08,,1.5000,,,,0.0550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6600,,,,,,,,,,,,,,,,,,,,,,,,,,,3.9350,,,,,,,,,,,,,,,,,,,1.3500,,,,,,,,0.6300,,,,,,,,,,,,,,,,
371,2020-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6917,,,,,,,
372,2020-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,2020-01-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3400,,,,,,,,,,,,,,0.8300,0.7500,0.5100,,,,,,,0.1300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2300,,,,,,,,,,,,,,
374,2020-01-15,,,,,,,,,1.0579,0.5700,0.5600,,0.7000,,,,,,,,,0.6300,0.6000,1.0500,0.7800,0.7400,,,,0.7700,0.6877,,,,,1.4000,1.0800,,,,1.4000,,0.6500,,,,0.7400,,,,,,0.5400,0.0387,0.3600,,,,1.0000,,,,2.0258,0.7217,,0.1800,,0.1700,,,0.2590,,,0.7698,0.8112,2.8200,0.7200,1.4100,,,0.3718,0.0799,,,0.5500,,,,,,,,0.7500,,,,,,,0.6300,0.3600,0.7700,,,0.6400,,0.6400,,0.5500,
375,2020-01-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8033,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,0.8300,,0.8645,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,2020-01-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0657,,,,,,,,,,,,,,,,,,
377,2020-01-22,,,,,,,,0.3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,2020-01-24,,,,0.5674,,,,,,,,,,,,,,,,0.7382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7200,,0.6100,,
379,2020-01-29,,,,,,,,,,,,3.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,2020-02-07,,0.7500,,,,0.0396,,,,,,,,,,0.5579,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8367,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6900,,,,,,,,,,,,,,,,
381,2020-02-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5700,,,,,,,,,,,,,,,,,0.7215,,,,,,,
382,2020-02-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,2020-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0000,0.8500,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3100,,,,,,,,,,,,,,
384,2020-02-14,,,,,,,,,1.0579,0.5700,0.5945,,1.1500,,,,,,,,,0.6500,0.6000,0.6000,0.7800,0.6800,,,,0.7800,0.6877,,,,1.5600,1.4000,0.7400,,,,0.6700,,0.7000,,,,0.7400,,,,,,0.5400,0.1551,0.8100,,,0.0800,1.0000,0.7000,,,0.7168,0.7000,,0.2000,,0.1593,,0.8000,0.5014,,0.5960,1.0800,0.8100,0.7800,0.7200,0.9000,,,0.3700,0.2400,,,0.5500,,,,,,,,0.9000,,,,,,,0.6800,0.3700,0.6300,,,0.6200,0.7100,0.6400,,0.5200,0.0520
385,2020-02-17,,,,,,,,,,,,,,,,,,,,,0.6500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,2020-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,2020-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0600,,,,,,,,,,,,,,,,,,
388,2020-02-21,,,,0.5946,,,,0.7100,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,0.4700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5000,,
389,2020-02-28,,,,,,,,,,,,1.2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,2020-03-06,,0.7500,,,,0.0282,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,0.0900,,,,,,,,,0.6063,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6400,,,,,,,,,,,,,,,,
391,2020-03-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,,,,,,,,0.7215,,,,,,,
392,2020-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8000,,,,,,,,,,,,,,,0.9000,0.8000,0.4100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3100,,,,,,,,,,,,,,
393,2020-03-13,,,,,,,,,1.0579,0.5300,0.5600,,1.0400,,,,,,,,,,0.6000,0.6000,0.7800,0.6800,,,,0.8100,0.6877,,,,,1.4000,0.7400,,,,0.7000,,0.7000,,,,0.7400,,,,,,0.5400,0.4584,0.5000,,,,1.0200,,,,0.1445,0.8400,,0.3000,,0.0946,,,0.5014,,,1.0000,0.8437,0.6500,0.8000,0.9000,,,0.2900,0.2202,,,0.5600,,,0.5730,,,,,,,,,,,,0.6600,0.3700,0.6300,,,0.6500,,0.6400,,0.5200,0.0700
394,2020-03-17,,,,,,,,,,,,,,,,,,,,,0.5800,,,,,,,,,,,,,,1.9200,,,,,,,0.9528,,,,,,,,,,,,,,,,,,0.7000,,,,,,,,,,0.7000,,0.7000,0.6000,,,,,,,,,,,,,,,,,,,,0.7300,,,,,,,,,,,,,,,,,
395,2020-03-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0550,,,,,,,,,,,,,,,,,,
396,2020-03-20,,,,,,,,0.7100,,,,,,,,,,,,,,0.6500,,,,,,,,,,,,,,,,,,,,,,,0.4400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,2020-03-25,,,,0.5865,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7100,,,,
398,2020-03-27,,,,,,,,,,,,1.0000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,2020-04-07,,0.5000,,,,0.0631,,,,,,,,,,0.5500,,,,,,,,,,,,,,,,,,,,,,,,0.2200,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9581,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,
400,2020-04-08,0.0500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8200,,,,,,,,,,,,,,,,,0.7215,,,,,,,
401,2020-04-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,2020-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6500,,,,,,0.7000,0.7000,0.4500,,,,,,,0.0800,,,,,,,,,,,,,,,,,,,,,,,0.3500,0.2711,,,0.4900,,,0.6700,,,,,,,,0.4000,,,,0.6000,0.3700,0.3000,,,0.6100,,0.5800,,0.5000,0.0650
403,2020-04-15,,,,,,,,,1.0579,0.4000,0.4900,,0.7200,,,,,,,,,,0.6000,0.5500,0.7800,0.6800,,,,0.7400,0.6877,,,,1.4300,0.9000,0.6500,,,,0.7000,,,,,,0.6500,,,,,,0.4500,0.4500,0.4000,,,,1.0300,,,,2.1875,0.6000,,0.3000,,0.1880,,,0.3650,,,0.7000,0.8100,0.3000,0.7500,0.8000,,,,,,,,,,,0.1895,,,,,,,,,,,,,,,,,,,,,
404,2020-04-16,,,,,,,,,,,,,,,,,,,,,0.3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,,,,,,,,
405,2020-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7016,,,,,,,,,,,,,,,,,,0.6000,,,,,,,,,,0.6500,,0.6000,0.5500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0530,,,,,,,,,,,,,,,,,,
407,2020-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,2020-04-23,,,,,,,,0.7100,,,,,,,,,,,,,,0.6500,,,,,,,,,,,,,,,,,,,,,,,0.3700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,2020-04-24,,,,0.5864,,,,,,,,,,,,,,,,0.5000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5600,,,,
